game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,leaguegame,nitegame,schednote,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,posteam,down,togo,spot,context,play_id,tokens,desc,newcontext,play_type,clock,first_down_with,oob,turnover,score,away_score_post,home_score_post,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz,cj,alt
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC03,"H,1,0,V03","28,13,177","PAT:K,11,G",D. Panczyszyn kick attempt good.,"H,1,0,H35",pat,NA,NA,0,NA,1,33,45,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,PW35,"H,1,0,H35","28,14,178","KO:85,V12 RET:1,V33 TACK:TM","O. Wypych kickoff 53 yards to the CC12, Q. Pounds return 21 yards to the CC33 (TEAM).","V,1,10,V33",kick_off,NA,NA,0,NA,0,33,45,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC33,"V,1,10,V33","29,1,179","RUSH:28,V32, TACK:94",M. London rush for loss of 1 yard to the CC32 (K. Brauns).,"V,2,11,V32",rush,NA,NA,0,NA,0,33,45,29,V,CC,"KO,4,00:00,33","DOWNS,4,00:00,32",4,-1,0:00,KO,4,00:00,CC33,DOWNS,4,00:00,CC32,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,11,CC32,"V,2,11,V32","29,2,180","PASS:12,B,10,* BRUP:6",J. Weinreich pass incomplete to J. Schlesinger (K. Ruta).,"V,3,11,V32",pass,NA,NA,0,NA,0,33,45,29,V,CC,"KO,4,00:00,33","DOWNS,4,00:00,32",4,-1,0:00,KO,4,00:00,CC33,DOWNS,4,00:00,CC32,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,3,11,CC32,"V,3,11,V32","29,3,181","PASS:12,B,11,*",J. Weinreich pass incomplete to N. Aarass.,"V,4,11,V32",pass,NA,NA,0,NA,0,33,45,29,V,CC,"KO,4,00:00,33","DOWNS,4,00:00,32",4,-1,0:00,KO,4,00:00,CC33,DOWNS,4,00:00,CC32,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,4,11,CC32,"V,4,11,V32","29,4,182",TOUT:V T:00:00,"Timeout Cologne Centurions, clock 00:00.","V,4,11,V32",NA,00:00,NA,0,NA,0,33,45,29,V,CC,"KO,4,00:00,33","DOWNS,4,00:00,32",4,-1,0:00,KO,4,00:00,CC33,DOWNS,4,00:00,CC32,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,4,11,CC32,"V,4,11,V32","29,5,183","PASS:12,B,1,*",J. Weinreich pass incomplete to Q. Pounds.,"H,1,10,V32",pass,NA,NA,0,NA,0,33,45,29,V,CC,"KO,4,00:00,33","DOWNS,4,00:00,32",4,-1,0:00,KO,4,00:00,CC33,DOWNS,4,00:00,CC32,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC32,"H,1,10,V32","30,1,184","PASS:2,I,16,*",L. O'Connor pass incomplete to W. Zieba.,"H,2,10,V32",pass,NA,NA,0,NA,0,33,45,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,10,CC32,"H,2,10,V32","30,2,185","RUSH:25,V19, TACK:55","P. Pasqualini rush for 13 yards to the CC19, 1ST DOWN PW (J. Voelker).","H,1,10,V19",rush,NA,rush,0,NA,0,33,45,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC19,"H,1,10,V19","30,3,186","PASS:2,D,40,* PEN:V,12,A,TM,V14,N","L. O'Connor pass incomplete to K. Starcyweski, dropped pass, PENALTY CC 12 men on the field 5 yards to the CC14.","H,1,5,V14",pass,NA,NA,0,NA,0,33,45,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,5,CC14,"H,1,5,V14","30,4,187","PEN:H,FS,A,65,V19,N",PENALTY PW false start (K. Piatek) 5 yards to the CC19.,"H,1,10,V19",penalty,NA,NA,0,NA,0,33,45,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC19,"H,1,10,V19","30,5,188","RUSH:25,V01, TACK:55","P. Pasqualini rush for 18 yards to the CC1, 1ST DOWN PW (J. Voelker).","H,1,0,V01",rush,NA,rush,0,NA,0,33,45,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC01,"H,1,0,V01","30,6,189","RUSH:25,V03, TACK:9",P. Pasqualini rush for loss of 2 yards to the CC3 (C. Ezeala).,"H,2,0,V03",rush,NA,NA,0,NA,0,33,45,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,0,CC03,"H,2,0,V03","30,7,190","PASS:2,I,23,* PEN:H,HO,A,13,V13,N NOPLAY:","L. O'Connor pass incomplete to J. Mazan, PENALTY PW holding (D. Kwiatkowski) 10 yards to the CC13, NO PLAY.","H,2,0,V13",penalty,NA,NA,0,NA,0,33,45,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,0,CC13,"H,2,0,V13","30,8,191","PASS:2,C,15,V10 TACK:44",L. O'Connor pass complete to B. Dziedzic for 3 yards to the CC10 (M. Kensy).,"H,3,0,V10",pass,NA,NA,0,NA,0,33,45,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,3,0,CC10,"H,3,0,V10","30,9,192","PASS:2,I,15,*",L. O'Connor pass incomplete to B. Dziedzic.,"H,4,0,V10",pass,NA,NA,0,NA,0,33,45,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,4,0,CC10,"H,4,0,V10","30,10,193","FGA:11,26,G T:00:00","D. Panczyszyn field goal attempt from 26 GOOD, clock 00:00.","H,1,0,H35",field_goal,00:00,NA,0,NA,1,33,48,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,PW35,"H,1,0,H35","30,11,194","KO:85,V07 RET:1,V41 TACK:31,3","O. Wypych kickoff 58 yards to the CC7, Q. Pounds return 34 yards to the CC41 (S. Romanowski;S. Jarmolkowicz).","V,1,10,V41",kick_off,NA,NA,0,NA,0,33,48,30,H,PW,"DOWNS,4,00:00,68","FG,4,00:00,90",8,22,0:00,DOWNS,4,00:00,CC32,FG,4,00:00,CC10,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC41,"V,1,10,V41","31,1,195","RUSH:28,V43, TACK:TM",M. London rush for 2 yards to the CC43 (TEAM).,"V,2,8,V43",rush,NA,NA,0,NA,0,33,48,31,V,CC,"KO,4,00:00,41","TD,4,00:00,100",3,59,0:00,KO,4,00:00,CC41,TD,4,00:00,PW00,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,8,CC43,"V,2,8,V43","31,2,196","PASS:12,C,10,H38 OB:","J. Weinreich pass complete to J. Schlesinger for 19 yards to the PW38, 1ST DOWN CC, out-of-bounds.","V,1,10,H38",pass,NA,pass,1,NA,0,33,48,31,V,CC,"KO,4,00:00,41","TD,4,00:00,100",3,59,0:00,KO,4,00:00,CC41,TD,4,00:00,PW00,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,PW38,"V,1,10,H38","31,3,197","RUSH:28,H00, T:00:00","M. London rush for 38 yards to the PW0, 1ST DOWN CC, TOUCHDOWN, clock 00:00.","V,1,0,H03",rush,00:00,rush,0,NA,1,39,48,31,V,CC,"KO,4,00:00,41","TD,4,00:00,100",3,59,0:00,KO,4,00:00,CC41,TD,4,00:00,PW00,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,0,PW03,"V,1,0,H03","31,4,198","PAT:P,2,M",D. Schuhmacher pass attempt failed.,"V,1,0,V35",pat,NA,NA,0,NA,0,39,48,31,V,CC,"KO,4,00:00,41","TD,4,00:00,100",3,59,0:00,KO,4,00:00,CC41,TD,4,00:00,PW00,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,0,CC35,"V,1,0,V35","31,5,199","KO:2,V47 RET:16,V47","D. Schuhmacher kickoff 12 yards to the CC47, W. Zieba return 0 yards to the CC47.","H,1,10,V47",kick_off,NA,NA,0,NA,0,39,48,31,V,CC,"KO,4,00:00,41","TD,4,00:00,100",3,59,0:00,KO,4,00:00,CC41,TD,4,00:00,PW00,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC47,"H,1,10,V47","32,1,200","RUSH:25,V47, TACK:91",P. Pasqualini rush for no gain to the CC47 (R. Sellung).,"H,2,10,V47",rush,NA,NA,0,NA,0,39,48,32,H,PW,"KO,4,00:00,53","TD,0,00:00,100",4,47,0:00,KO,4,00:00,CC47,TD,0,00:00,CC00,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,10,CC47,"H,2,10,V47","32,2,201","RUSH:25,V13, OB: TACK:24","P. Pasqualini rush for 34 yards to the CC13, 1ST DOWN PW, out-of-bounds (D. Jacobs).","H,1,10,V13",rush,NA,rush,1,NA,0,39,48,32,H,PW,"KO,4,00:00,53","TD,0,00:00,100",4,47,0:00,KO,4,00:00,CC47,TD,0,00:00,CC00,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC13,"H,1,10,V13","32,3,202","RUSH:13,V04, TACK:24",D. Kwiatkowski rush for 9 yards to the CC4 (D. Jacobs).,"H,2,1,V04",rush,NA,NA,0,NA,0,39,48,32,H,PW,"KO,4,00:00,53","TD,0,00:00,100",4,47,0:00,KO,4,00:00,CC47,TD,0,00:00,CC00,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,1,CC04,"H,2,1,V04","32,4,203","RUSH:23,V00, T:00:00","J. Mazan rush for 4 yards to the CC0, 1ST DOWN PW, TOUCHDOWN, clock 00:00.","H,1,0,V03",rush,00:00,rush,0,NA,1,39,54,32,H,PW,"KO,4,00:00,53","TD,0,00:00,100",4,47,0:00,KO,4,00:00,CC47,TD,0,00:00,CC00,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC03,"H,1,0,V03","32,5,204","PEN:H,FS,A,70,V20,N",PENALTY PW false start (M. Stajer) 17 yards to the CC20.,"H,1,0,V20",penalty,NA,NA,0,NA,0,39,54,32,H,PW,"KO,4,00:00,53","TD,0,00:00,100",4,47,0:00,KO,4,00:00,CC47,TD,0,00:00,CC00,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC20,"H,1,0,V20","32,6,205","PAT:K,11,G",D. Panczyszyn kick attempt good.,"H,1,0,H35",pat,NA,NA,0,NA,1,39,55,32,H,PW,"KO,4,00:00,53","TD,0,00:00,100",4,47,0:00,KO,4,00:00,CC47,TD,0,00:00,CC00,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,PW35,"H,1,0,H35","32,7,206","KO:85,V27 RET:10,V43 TACK:49","O. Wypych kickoff 38 yards to the CC27, J. Schlesinger return 16 yards to the CC43 (K. Oldak).","V,1,10,V43",kick_off,NA,NA,0,NA,0,39,55,32,H,PW,"KO,4,00:00,53","TD,0,00:00,100",4,47,0:00,KO,4,00:00,CC47,TD,0,00:00,CC00,1,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC43,"V,1,10,V43","33,1,207","RUSH:4,V43, TACK:8",G. Ngovo rush for no gain to the CC43 (H. Ogrodowcyk).,"V,2,10,V43",rush,NA,NA,0,NA,0,39,55,33,V,CC,"KO,4,00:00,43","DOWNS,0,00:00,51",4,8,0:00,KO,4,00:00,CC43,DOWNS,0,00:00,PW49,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,10,CC43,"V,2,10,V43","33,2,208","RUSH:43,V44, TACK:56,99",P. Poetsch rush for 1 yard to the CC44 (K. Pawlak;R. Rosolek).,"V,3,9,V44",rush,NA,NA,0,NA,0,39,55,33,V,CC,"KO,4,00:00,43","DOWNS,0,00:00,51",4,8,0:00,KO,4,00:00,CC43,DOWNS,0,00:00,PW49,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,3,9,CC44,"V,3,9,V44","33,3,209","RUSH:26,V41, TACK:TM,TM",A. Frisch rush for loss of 3 yards to the CC41 (TEAM;TEAM).,"V,4,12,V41",rush,NA,NA,0,NA,0,39,55,33,V,CC,"KO,4,00:00,43","DOWNS,0,00:00,51",4,8,0:00,KO,4,00:00,CC43,DOWNS,0,00:00,PW49,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,4,12,CC41,"V,4,12,V41","33,4,210","PEN:V,FS,D",PENALTY CC false start declined.,"V,4,12,V41",penalty,NA,NA,0,NA,0,39,55,33,V,CC,"KO,4,00:00,43","DOWNS,0,00:00,51",4,8,0:00,KO,4,00:00,CC43,DOWNS,0,00:00,PW49,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,4,12,CC41,"V,4,12,V41","33,5,211","PASS:12,C,87,H49 TACK:19",J. Weinreich pass complete to F. Eichhorn for 10 yards to the PW49 (D. Piatkowski).,"H,1,10,H49",pass,NA,NA,0,NA,0,39,55,33,V,CC,"KO,4,00:00,43","DOWNS,0,00:00,51",4,8,0:00,KO,4,00:00,CC43,DOWNS,0,00:00,PW49,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,PW49,"H,1,10,H49","34,1,212","RUSH:2,H47,",L. O'Connor rush for loss of 2 yards to the PW47.,"H,2,12,H47",rush,NA,NA,0,NA,0,39,55,34,H,PW,"DOWNS,4,00:00,49",",0,00:00,45",2,-4,0:00,DOWNS,4,00:00,PW49,NA,0,00:00,PW45,NA,NA,NA
2021_01_CC_PW,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,12,PW47,"H,2,12,H47","34,2,213","RUSH:2,H45,",L. O'Connor rush for loss of 2 yards to the PW45.,"H,3,14,H45",rush,NA,NA,0,NA,0,39,55,34,H,PW,"DOWNS,4,00:00,49",",0,00:00,45",2,-4,0:00,DOWNS,4,00:00,PW49,NA,0,00:00,PW45,NA,NA,NA
2021_01_FG_HD,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,NA,NA,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,NA,D. Jurzyk,M. Hoffmann,H. Romanczyk,FG,1,10,FG35,"V,1,10,V35","0,1,0",CMT:Hamburg wins the coin toss and chooses 2nd half option.,Hamburg wins the coin toss and chooses 2nd half option.,"V,1,10,V35",NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M. Burzec,M. Burzec
2021_01_FG_HD,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,NA,NA,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,NA,D. Jurzyk,M. Hoffmann,H. Romanczyk,FG,1,10,FG35,"V,1,10,V35","0,2,1","SPOT:H,H35,N",HD ball on HD35.,"H,1,10,H35",NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M. Burzec,M. Burzec
2021_01_FG_HD,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,NA,NA,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,NA,D. Jurzyk,M. Hoffmann,H. Romanczyk,HD,1,10,HD35,"H,1,10,H35","0,3,2",Q:1 T:15:00,"Start of 1st quarter, clock 15:00.","H,1,10,H35",NA,15:00,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M. Burzec,M. Burzec
2021_01_FG_HD,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,NA,NA,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,NA,D. Jurzyk,M. Hoffmann,H. Romanczyk,HD,1,10,HD35,"H,1,10,H35","0,4,3","KO:4,V00 TB:","P. Andersen kickoff 65 yards to the FG0, touchback.","V,1,10,V25",kick_off,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M. Burzec,M. Burzec
